order_detail_id,order_id,product_id,quantity,discount_percent,unit_price,total_price
262,93,183,1,24.15,1799.0,1364.47
263,94,277,1,21.17,1299.0,1024.0
264,94,205,3,1.91,1199.0,3528.34
265,94,39,2,4.19,2999.0,5746.81
266,95,1,1,7.18,849.0,788.02
267,95,315,1,3.38,499.0,482.12
268,95,167,1,14.08,1499.0,1287.93
269,95,230,1,12.23,999.0,876.84
270,95,318,1,2.82,299.0,290.57
271,95,225,5,8.69,2499.0,11409.71
272,96,237,1,11.14,1499.0,1332.01
273,97,22,1,11.83,1499.0,1321.69
274,97,225,2,1.48,2499.0,4923.8
275,97,158,1,11.53,949.0,839.61
276,98,196,1,10.47,399.0,357.21
277,99,245,1,19.89,1299.0,1040.59
278,99,156,1,17.93,279.0,228.97
279,99,371,2,34.56,1799.0,2354.64
280,99,311,1,12.63,1429.0,1248.46
281,99,377,1,7.06,499.0,463.79
282,100,326,1,13.91,699.0,601.75
283,101,279,1,15.13,1999.0,1696.62
284,101,122,1,10.53,1999.0,1788.58
285,101,188,1,15.59,1999.0,1687.39
286,101,92,1,6.77,899.0,838.17
287,102,220,1,4.78,449.0,427.54
288,102,170,2,16.18,1799.0,3015.8
289,103,361,1,28.47,2199.0,1572.96
290,104,303,1,19.48,1299.0,1045.91
291,104,26,1,6.6,999.0,933.06
292,105,242,2,10.29,4499.0,8072.49
293,106,344,1,17.8,2499.0,2054.11
294,107,102,1,21.66,899.0,704.28
295,108,29,2,1.22,1381.0,2728.41
296,108,258,3,22.84,1299.0,3006.98
297,108,78,1,0.78,999.0,991.22
298,109,156,1,8.18,279.0,256.17
299,109,323,2,10.73,949.0,1694.26
300,110,199,5,5.91,1499.0,7051.85
301,110,217,1,13.15,499.0,433.39
302,110,300,2,5.96,999.0,1878.95
303,111,135,3,7.15,499.0,1390.01
304,111,263,1,6.54,1299.0,1214.06
305,111,52,1,8.98,1999.0,1819.51
306,112,227,2,4.11,1499.0,2874.82
307,113,103,1,3.04,939.0,910.49
308,114,9,1,8.25,699.0,641.36
309,114,295,1,9.96,1499.0,1349.64
310,115,274,1,32.79,3999.0,2687.82
311,115,324,1,11.73,449.0,396.34
312,115,321,1,8.06,799.0,734.58
313,116,283,1,1.49,349.0,343.8
314,116,170,1,7.55,1799.0,1663.09
315,117,131,1,7.62,1499.0,1384.75
316,118,54,1,11.04,999.0,888.67
317,119,5,1,10.8,499.0,445.09
318,119,208,1,13.47,2999.0,2594.96
319,120,153,1,10.14,499.0,448.42
320,121,223,1,5.97,449.0,422.21
321,121,14,1,6.18,499.0,468.14
322,121,331,2,11.25,1499.0,2660.86
323,121,77,1,6.59,1699.0,1586.97
324,122,314,1,4.87,899.0,855.18
325,123,4,1,16.11,449.0,376.67
326,123,92,1,0.87,899.0,891.19
327,124,339,2,13.88,3999.0,6887.52
328,124,242,1,5.18,4499.0,4266.02
329,124,185,1,14.66,3999.0,3412.89
330,124,374,1,6.85,399.0,371.67
331,125,235,2,11.0,2499.0,4448.05
332,125,271,1,15.74,1699.0,1431.62
333,125,312,1,8.95,499.0,454.34
334,125,162,1,3.48,699.0,674.68
335,125,192,1,7.77,2999.0,2765.96
336,126,156,1,23.17,279.0,214.37
337,126,149,1,21.73,299.0,234.03
338,126,251,1,4.3,999.0,956.01
339,126,1,2,0.55,849.0,1688.72
340,127,164,1,6.12,2099.0,1970.64
341,127,220,1,12.0,449.0,395.14
342,128,352,1,6.41,1999.0,1870.86
343,128,222,1,5.54,699.0,660.24
344,128,108,1,22.01,9499.0,7408.04
345,128,199,1,10.29,1499.0,1344.79
346,128,344,1,12.35,2499.0,2190.49
347,129,183,1,10.3,1799.0,1613.76
348,129,108,1,14.61,9499.0,8111.15
349,129,299,1,26.27,499.0,367.92
350,130,328,2,18.35,2099.0,3427.73
351,130,257,1,23.06,1199.0,922.45
352,130,58,1,18.63,1299.0,1056.97
353,130,207,2,14.21,499.0,856.17
354,131,372,2,9.12,1599.0,2906.37
355,132,365,1,0.68,1499.0,1488.82
356,132,59,2,18.04,1699.0,2785.08
357,132,38,1,11.82,1599.0,1410.01
358,132,105,1,23.18,1999.0,1535.71
359,133,41,3,13.62,2999.0,7771.46
360,134,336,1,13.89,1399.0,1204.65
361,135,98,1,8.27,1299.0,1191.59
362,135,151,1,5.35,499.0,472.29
363,135,79,2,20.8,1599.0,2532.94
364,136,102,1,9.24,899.0,815.96
365,137,309,1,11.58,1199.0,1060.12
366,137,291,8,20.47,2299.0,14627.98
367,137,268,1,22.18,999.0,777.42
368,137,331,1,6.62,1499.0,1399.71
369,137,366,1,18.69,499.0,405.72
370,138,218,1,7.19,699.0,648.76
371,138,280,2,14.67,2499.0,4264.68
372,138,303,1,4.2,1299.0,1244.42
373,139,75,1,6.95,1199.0,1115.63
374,140,95,1,0.7,1999.0,1984.98
375,140,208,1,1.76,2999.0,2946.19
376,141,47,1,16.74,1299.0,1081.54
377,142,249,1,14.66,1999.0,1705.89
378,142,61,1,7.91,1199.0,1104.15
379,142,282,1,24.47,1599.0,1207.71
380,143,215,1,5.95,399.0,375.27
381,144,174,1,17.54,1449.0,1194.82
382,144,231,1,6.7,1381.0,1288.46
383,144,199,1,21.03,1499.0,1183.69
384,145,228,1,18.09,1299.0,1064.04
385,145,99,2,7.46,1699.0,3144.37
386,145,203,3,21.34,1599.0,3773.37
387,146,247,1,3.59,1399.0,1348.76
388,147,247,1,0.18,1399.0,1396.44
389,147,160,1,10.11,449.0,403.59
390,148,106,1,8.94,,
391,148,33,5,0.98,2499.0,12372.22
392,148,80,1,10.3,3999.0,3587.13
393,149,82,2,9.28,1499.0,2719.66
394,149,336,1,15.47,1399.0,1182.63
395,149,37,2,14.11,1499.0,2574.93
396,150,282,1,12.21,1599.0,1403.72
397,150,135,2,8.83,499.0,909.84
398,151,34,1,17.2,1499.0,1241.13
399,151,248,1,7.8,1299.0,1197.63
400,151,183,1,10.4,1799.0,1611.96
401,152,350,1,8.12,3499.0,3214.95
402,152,68,1,3.86,1199.0,1152.76
403,153,58,2,20.8,1299.0,2057.5
404,153,182,2,3.59,2499.0,4818.79
405,153,275,2,0.96,1499.0,2969.25
406,153,189,1,4.92,2999.0,2851.53
407,153,247,1,10.52,1399.0,1251.83
408,154,259,1,8.33,849.0,778.27
409,155,62,1,15.44,1299.0,1098.5
410,155,346,2,17.1,2499.0,4143.39
411,155,331,1,11.06,1499.0,1333.23
412,155,332,1,8.65,2999.0,2739.61
413,156,144,1,19.11,769.0,622.03
414,156,99,1,18.0,1699.0,1393.13
415,156,125,1,10.88,2099.0,1870.62
416,156,46,2,14.34,1183.0,2026.83
417,157,75,1,12.73,1199.0,1046.33
418,157,281,1,0.97,1599.0,1583.56
419,158,26,2,18.2,999.0,1634.45
420,158,82,2,17.54,1499.0,2472.3
421,158,105,1,12.73,1999.0,1744.49
422,159,152,2,0.7,349.0,693.09
423,159,230,1,16.2,999.0,837.2
424,160,372,1,18.06,1599.0,1310.28
425,160,379,2,13.58,1499.0,2590.95
426,160,324,1,1.97,449.0,440.16
427,161,139,1,14.94,1299.0,1104.98
428,161,111,2,14.52,8999.0,15384.65
429,161,356,1,15.67,399.0,336.46
430,162,26,2,1.04,999.0,1977.17
431,162,115,1,9.27,1999.0,1813.7
432,163,365,1,17.5,1499.0,1236.64
433,163,204,1,5.51,1599.0,1510.95
434,164,3,1,1.85,599.0,587.92
435,164,173,1,10.65,1499.0,1339.33
436,165,14,2,6.08,499.0,937.3
437,166,376,1,20.46,1299.0,1033.17
438,167,100,1,2.29,1999.0,1953.29
439,168,34,1,5.64,1499.0,1414.51
440,168,110,1,2.73,6999.0,6808.0
441,168,309,1,15.63,1199.0,1011.6
442,168,157,1,14.83,799.0,680.53
443,169,92,1,9.33,899.0,815.17
444,169,2,1,27.3,599.0,435.48
445,169,236,2,6.78,1499.0,2794.6
446,169,37,1,8.36,1499.0,1373.72
447,169,101,1,1.12,3999.0,3954.11
448,169,156,1,10.05,279.0,250.96
449,170,211,1,6.46,599.0,560.33
450,170,267,2,4.24,1299.0,2487.72
451,170,229,1,20.36,1499.0,1193.85
452,171,174,1,0.1,1449.0,1447.55
453,171,275,1,6.05,1499.0,1408.27
454,171,362,3,8.88,1999.0,5464.31
455,171,377,2,15.26,499.0,845.69
456,171,376,2,5.56,1299.0,2453.68
457,171,249,1,22.92,1999.0,1540.87
458,172,307,2,9.41,879.0,1592.65
459,173,59,1,11.35,1699.0,1506.18
460,173,253,2,1.63,1799.0,3539.3
461,174,304,2,3.26,1299.0,2513.19
462,175,44,1,9.61,4499.0,4066.82
463,175,378,2,14.5,2999.0,5128.17
464,176,234,1,6.67,1999.0,1865.75
465,177,313,1,15.33,299.0,253.15
466,177,19,1,9.5,999.0,904.11
467,177,317,1,16.38,499.0,417.25
468,178,94,2,18.05,1999.0,3276.2
469,179,16,2,8.41,399.0,730.9
470,180,309,1,21.3,1199.0,943.56
471,180,203,2,17.61,1599.0,2634.71
472,180,22,2,1.35,1499.0,2957.67
473,181,106,1,7.74,,
474,181,136,1,11.34,999.0,885.68
475,181,4,1,12.07,449.0,394.78
476,181,28,2,6.53,1299.0,2428.25
477,182,181,3,25.89,2499.0,5556.32
478,182,281,1,17.89,1599.0,1312.87
479,182,95,1,12.32,1999.0,1752.75
480,182,231,1,4.56,1381.0,1317.97
481,182,224,3,15.41,1199.0,3042.83
482,183,237,2,7.94,1499.0,2760.05
483,183,346,1,14.77,2499.0,2129.94
484,183,63,2,7.85,849.0,1564.68
485,183,374,1,16.97,399.0,331.3
486,183,202,1,15.52,1799.0,1519.78
487,184,65,2,5.11,1499.0,2844.73
488,184,320,1,7.47,279.0,258.15
489,184,232,1,10.01,1999.0,1798.85
490,184,211,1,14.47,599.0,512.31
491,185,7,1,11.13,449.0,399.04
492,185,82,2,21.64,1499.0,2349.24
493,185,252,2,7.37,1299.0,2406.54
494,185,98,1,14.15,1299.0,1115.2
495,185,80,2,14.28,3999.0,6855.63
496,185,268,1,12.61,999.0,873.07
497,185,8,1,15.92,499.0,419.55
498,186,259,2,9.69,849.0,1533.54
499,187,113,3,10.92,9999.0,26722.11
500,187,327,2,7.02,599.0,1113.87
501,187,205,1,5.86,1199.0,1128.7
502,187,277,2,6.95,1299.0,2417.34
503,188,60,2,6.5,1299.0,2429.18
504,189,202,2,14.9,1799.0,3061.82
505,189,263,5,14.07,1299.0,5581.46
506,189,78,1,8.25,999.0,916.54
507,190,128,2,11.56,1299.0,2297.71
508,190,373,1,17.87,1599.0,1313.24
509,190,264,1,12.18,1199.0,1052.96
510,190,101,1,2.04,3999.0,3917.47
511,190,21,1,7.44,2499.0,2313.09
512,190,361,1,10.2,2199.0,1974.78
513,191,157,1,1.66,799.0,785.76
514,191,313,1,1.07,299.0,295.79
515,192,363,1,12.16,399.0,350.5
516,193,33,2,12.54,2499.0,4371.5
517,193,134,1,15.75,549.0,462.56
518,193,206,3,11.87,1299.0,3434.59
519,193,64,1,14.51,1899.0,1623.43
520,193,317,2,15.87,499.0,839.63
521,193,122,2,13.44,1999.0,3460.51
522,193,123,1,1.27,2499.0,2467.15
523,193,241,1,27.29,2999.0,2180.64
524,193,153,1,3.8,499.0,480.06
525,194,272,1,5.98,999.0,939.21
526,195,54,1,3.97,999.0,959.33
527,195,272,1,18.58,999.0,813.38
528,195,237,1,17.2,1499.0,1241.22
529,195,85,1,5.3,1599.0,1514.31
530,196,115,2,2.44,1999.0,3900.44
531,196,244,1,12.0,1299.0,1143.14
532,197,252,2,15.43,1299.0,2197.25
533,197,330,1,0.12,1499.0,1497.19
534,197,230,1,11.01,999.0,889.0
535,197,51,1,10.58,1299.0,1161.54
536,198,88,1,31.61,1299.0,888.44
537,199,222,1,7.48,699.0,646.73
538,199,131,2,8.15,1499.0,2753.61
539,199,187,2,13.12,1999.0,3473.49
540,199,71,1,10.82,1299.0,1158.42
541,199,93,1,0.88,939.0,930.74
542,199,312,2,5.25,499.0,945.56
543,199,134,1,8.37,549.0,503.05
544,199,353,1,4.0,1999.0,1919.12
545,199,222,1,12.37,699.0,612.5
546,199,329,2,13.35,1799.0,3117.75
547,199,264,1,4.56,1199.0,1144.35
548,199,346,1,15.2,2499.0,2119.08
549,199,212,1,8.93,599.0,545.5
550,199,378,1,20.16,2999.0,2394.49
551,199,19,1,1.12,999.0,987.85
552,199,234,1,0.74,1999.0,1984.13
553,199,295,1,24.16,1499.0,1136.77
554,199,240,2,8.67,2999.0,5477.88
555,199,214,1,8.1,499.0,458.59
556,200,201,2,6.76,1799.0,3354.66
557,200,136,1,8.56,999.0,913.45
558,201,298,1,5.35,549.0,519.64
559,201,194,1,20.93,2199.0,1738.64
560,202,338,2,1.63,1449.0,2850.87
561,203,148,3,11.24,499.0,1328.75
562,203,236,1,5.91,1499.0,1410.42
563,203,165,2,19.51,1799.0,2896.16
564,204,371,1,14.02,1799.0,1546.72
565,204,18,2,15.38,449.0,759.92
566,204,370,1,12.16,4999.0,4390.91
567,205,57,1,13.17,1799.0,1562.14
568,205,287,1,3.16,2499.0,2420.05
569,206,233,1,13.22,1699.0,1474.33
570,206,122,2,13.37,1999.0,3463.41
571,206,250,5,11.13,1399.0,6216.25
572,206,146,1,1.07,1699.0,1680.9
573,206,230,1,24.95,999.0,749.73
574,206,53,1,8.33,1399.0,1282.51
575,207,112,1,12.19,9999.0,8779.91
576,207,188,1,8.27,1999.0,1833.66
577,207,2,1,27.84,599.0,432.22
578,208,337,1,17.79,1499.0,1232.34
579,208,238,2,6.69,1599.0,2984.1
580,209,216,2,20.84,449.0,710.88
581,209,250,1,21.23,1399.0,1102.01
582,209,22,1,11.41,1499.0,1328.0
583,210,138,1,11.2,2199.0,1952.66
584,210,171,2,13.14,1699.0,2951.46
585,211,92,1,14.4,899.0,769.52
586,211,274,1,12.22,3999.0,3510.13
587,212,236,1,16.73,1499.0,1248.24
588,212,49,1,17.11,1299.0,1076.71
589,213,295,1,8.57,1499.0,1370.61
590,213,73,1,2.01,1499.0,1468.84
591,214,116,2,7.09,2499.0,4643.76
592,214,55,1,1.14,1499.0,1481.87
593,214,91,1,23.33,3999.0,3066.17
594,214,275,1,4.6,1499.0,1430.11
595,214,47,1,0.74,1299.0,1289.44
596,215,18,1,18.19,449.0,367.31
597,215,236,1,20.23,1499.0,1195.82
598,215,360,2,18.94,1599.0,2592.2
599,216,239,2,13.77,2999.0,5172.0
600,216,72,1,6.58,999.0,933.24
601,216,204,1,9.57,1599.0,1446.04
602,217,245,1,2.45,1299.0,1267.21
603,217,5,1,11.93,499.0,439.46
604,218,224,1,4.1,1199.0,1149.82
605,218,283,2,17.44,349.0,576.28
606,218,214,1,8.45,499.0,456.81
607,218,377,1,11.85,499.0,439.86
608,218,37,1,9.83,1499.0,1351.58
609,219,137,2,24.08,999.0,1516.95
610,220,42,1,10.01,2999.0,2698.88
611,220,188,1,1.74,1999.0,1964.2
612,220,37,1,21.04,1499.0,1183.64
613,221,37,3,21.17,1499.0,3545.1
614,221,227,1,6.78,1499.0,1397.33
615,221,308,1,2.08,769.0,752.97
616,221,260,5,3.91,1899.0,9123.51
617,222,326,2,7.4,699.0,1294.49
618,222,341,1,23.75,3499.0,2668.12
619,222,194,2,7.24,2199.0,4079.44
620,223,363,1,14.79,399.0,339.99
621,223,40,1,19.07,1599.0,1294.03
622,223,140,2,16.46,1299.0,2170.35
623,224,49,2,5.51,1299.0,2454.92
624,224,13,1,12.87,399.0,347.64
625,225,148,3,5.79,499.0,1410.38
626,225,238,1,15.76,1599.0,1346.92
627,225,339,2,13.09,3999.0,6951.34
628,225,333,1,17.22,2699.0,2234.32
629,226,22,1,17.2,1499.0,1241.15
630,227,345,3,2.07,2499.0,7341.94
631,227,131,2,0.58,1499.0,2980.52
632,228,115,2,15.0,1999.0,3398.38
633,229,20,1,13.86,1199.0,1032.85
634,229,18,2,3.18,449.0,869.46
635,229,171,3,10.11,1699.0,4581.48
636,230,30,2,14.29,1999.0,3426.83
637,231,225,1,9.04,2499.0,2273.19
638,232,335,1,5.42,1699.0,1606.88
639,233,379,1,21.6,1499.0,1175.22
640,234,188,1,12.96,1999.0,1739.97
641,234,24,1,5.65,1299.0,1225.55
642,234,377,1,7.99,499.0,459.15
643,235,46,1,3.74,1183.0,1138.72
644,235,350,1,15.3,3499.0,2963.63
645,235,18,1,3.2,449.0,434.63
646,236,277,1,13.73,1299.0,1120.6
647,236,241,3,0.6,2999.0,8943.24
648,236,25,2,1.05,1499.0,2966.53
649,237,293,2,11.67,1799.0,3178.25
650,237,80,1,7.53,3999.0,3697.88
651,237,138,2,6.64,2199.0,4105.9
652,238,217,2,13.37,499.0,864.54
